Producto;Estacion;Minutos
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_1;
B23_FA;FA_Drill_3;
B23_FA;FA_Cut_1;
B23_SA;SA_Drill_1;
B23_FA;FA_Cut_2;
B23_FA;FA_Assemble_1;
B22;Paint_3;
B22;Sand_1;
B23_BP;BP_Cut_1;
B24;Sand_4;
B23_SA;;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Drill_2;
;BP_Sand_2;
B23_SA;SA_Drill_2;
B23;Assemble_2;
O23;Assemble_1;
B23_FA;FA_Cut_1;
O24;Assemble_3;
B23_BP;BP_Cut_1;
B23_BP;BP_Paint_1;
B23_FA;FA_Drill_1;
B24;Sand_3;
B23_FA;FA_Assemble_1;
B23_FA;FA_Cut_2;
B22;Paint_1;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_1;
B23_FA;FA_Drill_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_1;
;BP_Cut_1;
B23_FA;FA_Assemble_1;
B22;Paint_3;
B22;;
B23_BP;BP_Paint_2;
B22;Paint_2;
B23_FA;FA_Drill_3;
B23_FA;FA_Cut_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_2;
B23_SA;SA_Cut_1;
O23;Sand_2;
B23_SA;SA_Routing_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Cut_1;
B23;Assemble_2;
B23_FA;FA_Cut_2;
O23;Sand_1;
B23_SA;SA_Assemble_2;
B23_SA;SA_Drill_1;
O24;Assemble_1;
B24;Paint_1;
;BP_Paint_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23_FA;FA_Drill_1;
B23_BP;BP_Cut_1;
B23_FA;FA_Assemble_1;
B23;Assemble_3;
B22;Paint_3;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;;
B23_SA;SA_Assemble_1;
B23_BP;BP_Paint_2;
B23_SA;SA_Drill_2;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_2;
O23;Sand_4;
B24;Paint_2;
B23_FA;FA_Drill_2;
B23_FA;FA_Assemble_1;
;;
B23_BP;;
B23;Assemble_2;
B23_FA;FA_Drill_3;
;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Assemble_1;
B22;Attach_BP_1;
B23_SA;SA_Assemble_2;
B23_BP;BP_Paint_1;
B23_SA;SA_Drill_3;
B23_FA;FA_Cut_1;
B23_BP;BP_Cut_1;
O23;Sand_3;
B24;Paint_3;
B23_BP;BP_Drill_1;
B23;Attach_BP_1;
B23_BP;BP_Sand_1;
B23_FA;FA_Cut_2;
B23_SA;SA_Assemble_1;
B23_BP;BP_Paint_2;
B23;Sand_2;
B23;Assemble_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
O24;Assemble_3;
B23_FA;FA_Drill_1;
B23_FA;FA_Assemble_1;
B23_SA;SA_Drill_1;
B23_BP;BP_Cut_1;
O23;Sand_1;
B22;Attach_BP_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_2;
O23;Paint_1;
B23_BP;BP_Drill_3;
B23_FA;FA_Drill_2;
;FA_Cut_1;
B23_FA;FA_Assemble_1;
;Assemble_2;
B23_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Cut_1;
B23_SA;SA_Assemble_1;
B23_BP;BP_Sand_1;
B23_SA;SA_Drill_2;
B23_BP;BP_Paint_1;
O24;Sand_4;
B23;Attach_BP_1;
B23_FA;FA_Drill_3;
B23_FA;FA_Assemble_1;
O23;;
B23;Assemble_1;
B23_BP;BP_Paint_2;
B23_BP;BP_Cut_1;
B23;Attach_BP_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Cut_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_2;
B23_FA;FA_Cut_2;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_2;
O23;Paint_3;
B23_BP;BP_Paint_1;
B23_FA;FA_Drill_1;
B23;Assemble_3;
B23_FA;;
B23;Sand_3;
B23_BP;BP_Cut_1;
O24;Assemble_2;
B23;Attach_BP_1;
B23_FA;FA_Drill_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
O23;Paint_1;
O24;Sand_2;
B23_SA;SA_Drill_1;
B23_FA;FA_Assemble_1;
B23_SA;SA_Assemble_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23_BP;BP_Drill_3;
B23_FA;FA_Cut_1;
B22;Attach_BP_1;
B23_BP;BP_Cut_1;
B23;Assemble_1;
B23_FA;FA_Drill_3;
B23;Sand_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Sand_2;
B23_BP;BP_Paint_1;
B23_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23;Paint_2;
B23;Attach_BP_1;
B23_SA;SA_Drill_2;
B23_SA;SA_Assemble_2;
B23_BP;;
B23_FA;FA_Drill_1;
B23_BP;BP_Paint_2;
B23_FA;FA_Assemble_1;
B23;Assemble_3;
B24_FA;FA_Cut_1;
B23_BP;BP_Drill_1;
B23_BP;BP_Sand_1;
O23;Paint_3;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_FA;FA_Drill_2;
;BP_Paint_1;
B24_FA;FA_Cut_2;
B23_BP;BP_Cut_1;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_1;
B23_FA;FA_Assemble_1;
B23;Sand_4;
O24;Paint_1;
B23;Assemble_1;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_2;
B23_SA;;
B23_SA;SA_Routing_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Cut_1;
B23_SA;SA_Assemble_2;
B23;Sand_3;
B23_SA;SA_Drill_1;
B22;Attach_BP_1;
B23_FA;FA_Drill_3;
B24_FA;FA_Cut_1;
B23_FA;FA_Assemble_1;
B23_BP;BP_Sand_1;
B23_BP;BP_Paint_1;
B24_FA;FA_Cut_2;
B23;Paint_2;
B23;Assemble_2;
B23_BP;BP_Cut_1;
B22;Attach_BP_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_SA;SA_Assemble_1;
B23_BP;BP_Drill_1;
B23_FA;FA_Drill_1;
;Sand_1;
B23_SA;SA_Drill_2;
B23_FA;FA_Assemble_1;
B23_BP;BP_Sand_2;
B23_BP;BP_Paint_2;
B23;Assemble_3;
B23;;
B23;Paint_3;
B22;Attach_BP_1;
B24_FA;FA_Cut_1;
B23_FA;FA_Drill_2;
B23_BP;BP_Cut_1;
B23_FA;FA_Assemble_1;
B24_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Paint_1;
B23_SA;SA_Drill_3;
B23_SA;SA_Assemble_2;
B22;Attach_BP_1;
B23_BP;BP_Drill_3;
B23_BP;BP_Sand_1;
B23_BP;;
B23;Assemble_1;
B23_BP;BP_Drill_2;
B23_BP;;
B23_BP;BP_Paint_2;
B23_FA;FA_Drill_3;
B23_FA;FA_Assemble_1;
O24;Paint_1;
B23;;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B22;Attach_BP_1;
B23;Paint_2;
B24_FA;FA_Cut_1;
B23_SA;SA_Drill_1;
B23_SA;SA_Assemble_1;
B24_FA;FA_Cut_2;
B23_BP;BP_Cut_1;
B24_FA;FA_Drill_1;
B22;Attach_BP_1;
B23_FA;FA_Assemble_1;
B23;Assemble_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Paint_1;
B23;Sand_3;
B24_FA;FA_Drill_2;
B23;Paint_3;
B23_BP;BP_Paint_2;
B22;Attach_BP_1;
B23_BP;BP_Drill_1;
;FA_Assemble_1;
B23_BP;BP_Sand_1;
B23_SA;SA_Drill_2;
B23_SA;SA_Assemble_2;
B24_BP;BP_Cut_1;
B24_FA;FA_Cut_1;
O24;Sand_2;
B23;Assemble_3;
B22;Attach_BP_1;
B24_FA;FA_Cut_2;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B23_BP;BP_Drill_3;
B24_BP;BP_Cut_1;
B23_BP;BP_Sand_2;
B24_FA;FA_Drill_3;
B23_FA;FA_Assemble_1;
B24;Attach_BP_1;
B23;Sand_1;
B23_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23;Assemble_1;
B23_BP;BP_Paint_1;
B23_SA;SA_Drill_3;
B23;Paint_2;
B23_SA;SA_Assemble_1;
B24_FA;FA_Cut_1;
B23_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_BP;;
B23_SA;SA_Assemble_2;
B22;;
B23_SA;SA_Drill_1;
O24;Paint_1;
B23;Sand_4;
B23;Paint_3;
B24_FA;FA_Cut_2;
B24_FA;FA_Drill_1;
B24_FA;FA_Assemble_1;
B24_FA;;
B24;Attach_BP_1;
B23_BP;BP_Paint_1;
B23_BP;BP_Paint_2;
B24_BP;BP_Cut_1;
B23_SA;;
B23_SA;SA_Routing_1;
B24_BP;BP_Drill_1;
B23_BP;BP_Sand_1;
B23;Assemble_2;
B23_SA;SA_Drill_2;
B23_SA;SA_Assemble_1;
B24_FA;FA_Assemble_1;
B24_FA;FA_Cut_1;
B23;Assemble_3;
B23;Sand_3;
;BP_Drill_3;
;BP_Sand_2;
B22;Attach_BP_1;
B24_FA;FA_Drill_3;
B24_BP;BP_Cut_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Cut_1;
B23_SA;SA_Routing_1;
B24_FA;FA_Cut_2;
B23;Paint_2;
B24_BP;BP_Drill_2;
B23_BP;BP_Sand_1;
B23_BP;BP_Paint_1;
B23;Assemble_1;
B23_SA;SA_Drill_3;
B22;Attach_BP_1;
B24_BP;BP_Cut_1;
B23_SA;SA_Assemble_1;
B23;Sand_1;
B24_FA;FA_Cut_1;
B23;Paint_3;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B22;Attach_BP_1;
B23_BP;BP_Paint_2;
B24_FA;FA_Cut_2;
B23;Sand_2;
B24_BP;BP_Cut_1;
B23_SA;SA_Assemble_2;
B24_SA;SA_Drill_1;
B24_FA;FA_Drill_1;
B24_FA;FA_Assemble_1;
O24;Paint_1;
B24_FA;FA_Drill_2;
B22;Attach_BP_1;
B23_BP;BP_Paint_1;
B23;Assemble_2;
;Sand_4;
O22_FA;FA_Cut_1;
B24_FA;FA_Assemble_1;
B23_SA;SA_Assemble_1;
B24;Attach_BP_1;
B24_BP;BP_Cut_1;
B24_BP;BP_Drill_1;
B24_BP;;
O22_FA;FA_Cut_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
B24_SA;SA_Drill_2;
B23;Assemble_1;
B23;Sand_3;
B23;Paint_2;
B24_BP;BP_Cut_1;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_2;
O22_FA;FA_Cut_1;
B22;Attach_BP_1;
B23;Paint_3;
B23;Assemble_3;
B24_BP;BP_Drill_2;
O22_FA;FA_Cut_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B22;Attach_BP_1;
B23;Sand_1;
B23_SA;SA_Assemble_1;
B24_BP;BP_Cut_1;
;FA_Drill_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Drill_3;
B22;Attach_BP_1;
B24_BP;;
B24_BP;BP_Paint_1;
B24_FA;FA_Drill_2;
O22_FA;FA_Cut_1;
B23;Sand_2;
B24_FA;FA_Assemble_1;
B24_BP;BP_Cut_1;
B23;Paint_1;
O22_FA;FA_Cut_2;
B24;Attach_BP_1;
B24_BP;BP_Paint_2;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B24_SA;SA_Assemble_2;
B23;Assemble_1;
B23;Paint_2;
B23;Sand_4;
B24_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
B24_SA;SA_Drill_1;
;BP_Cut_1;
B23;Paint_3;
O22_FA;FA_Cut_1;
B24;Attach_BP_1;
O22_FA;FA_Cut_2;
B24_BP;BP_Drill_1;
B24_BP;BP_Sand_2;
B23;Sand_3;
B24_BP;BP_Cut_1;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_1;
;FA_Drill_1;
B24_BP;BP_Paint_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B22;Attach_BP_1;
B24_BP;BP_Drill_2;
B24_SA;SA_Drill_2;
;FA_Cut_1;
B23;Sand_1;
B24_SA;SA_Assemble_1;
O22_FA;FA_Cut_2;
B24_FA;FA_Drill_2;
B24_BP;BP_Cut_1;
B23;Paint_1;
B24_FA;FA_Assemble_1;
B24;Assemble_1;
B24;Attach_BP_1;
;Sand_2;
B23;Paint_2;
B24_SA;SA_Assemble_2;
B24_BP;BP_Sand_2;
;BP_Paint_2;
B24_BP;BP_Cut_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B23;Paint_3;
O22_FA;FA_Cut_1;
B24_BP;BP_Paint_1;
B24_FA;FA_Drill_3;
O22_FA;FA_Cut_2;
B24_FA;FA_Assemble_1;
B24_SA;SA_Drill_3;
B23;Sand_4;
B24;Assemble_2;
;BP_Cut_1;
B24_BP;BP_Drill_1;
B24_BP;BP_Sand_1;
B24_FA;;
O22_FA;FA_Cut_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
;BP_Drill_3;
O22_FA;FA_Cut_2;
O22_BP;BP_Cut_1;
B23;Paint_1;
B24_BP;BP_Sand_2;
B24;Assemble_1;
B24_BP;BP_Paint_1;
B23;Sand_3;
O22_FA;FA_Drill_2;
B24_FA;FA_Assemble_1;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
O23;Attach_BP_1;
B24_BP;BP_Drill_2;
B23;;
B23;Sand_1;
O22_BP;BP_Cut_1;
O22_FA;FA_Cut_1;
B23;Paint_3;
O22_FA;FA_Cut_2;
O23;Attach_BP_1;
B24_SA;SA_Routing_1;
;Sand_2;
B24_SA;SA_Cut_1;
O22_FA;FA_Drill_3;
B24_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
;SA_Drill_2;
B24_BP;BP_Sand_1;
B24_SA;SA_Assemble_2;
B24_BP;BP_Paint_2;
B24;Sand_4;
O23;Attach_BP_1;
O22_FA;;
O22_BP;BP_Cut_1;
O22_FA;FA_Drill_2;
O22_FA;FA_Assemble_1;
O22_FA;FA_Drill_1;
B24;Assemble_2;
B24_BP;BP_Paint_1;
O22_FA;FA_Cut_2;
B23;Paint_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B23;Attach_BP_1;
O22_BP;BP_Cut_1;
B24_FA;FA_Assemble_1;
B24_SA;SA_Assemble_1;
B24_SA;SA_Drill_3;
O22_FA;FA_Drill_3;
B24_BP;BP_Drill_1;
B24_BP;BP_Sand_2;
B23;Paint_2;
B24_BP;;
O22_FA;FA_Cut_1;
B24_BP;BP_Sand_1;
B24_BP;;
O23;Attach_BP_1;
O22_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
B24;Assemble_1;
O22_FA;FA_Cut_2;
B24;Sand_3;
B23;Paint_3;
B24_BP;BP_Drill_2;
B24_SA;SA_Routing_1;
O22_FA;FA_Drill_2;
B24_SA;SA_Cut_1;
O22_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
O23;Attach_BP_1;
;FA_Drill_1;
O22_FA;FA_Cut_1;
O22_FA;FA_Assemble_1;
O22_FA;FA_Drill_3;
O22_BP;BP_Cut_1;
B24;Assemble_3;
B23;Paint_1;
B24_BP;BP_Sand_2;
;BP_Paint_1;
O22_FA;FA_Cut_2;
;Attach_BP_1;
B24_BP;BP_Paint_2;
B24_SA;SA_Drill_1;
B24;Sand_1;
B24_SA;SA_Assemble_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O22_BP;BP_Cut_1;
B24_SA;SA_Drill_2;
B24;Paint_2;
B24_SA;SA_Assemble_2;
O22_FA;FA_Cut_1;
O22_FA;FA_Drill_2;
O24;Attach_BP_1;
O22_FA;FA_Assemble_1;
B24;Sand_2;
O23_FA;FA_Cut_2;
O22_BP;BP_Cut_1;
B24_BP;BP_Drill_3;
B24_BP;BP_Sand_1;
O22_BP;BP_Drill_1;
B24;Paint_3;
O22_FA;FA_Drill_1;
;FA_Assemble_1;
O22_FA;FA_Drill_3;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
B23;Attach_BP_1;
O22_BP;BP_Cut_1;
;BP_Sand_2;
B24;Assemble_1;
;BP_Paint_1;
O23_FA;FA_Cut_1;
O22_FA;;
B24;Sand_4;
O22_BP;BP_Drill_2;
B24_SA;SA_Drill_3;
B24_SA;SA_Assemble_1;
O22_FA;FA_Drill_2;
O23_FA;FA_Cut_2;
O22_BP;BP_Cut_1;
B23;Attach_BP_1;
B24;Assemble_2;
O22_FA;;
O22_BP;BP_Drill_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O22_BP;BP_Cut_1;
O22_FA;FA_Drill_3;
B24_BP;;
B23;Attach_BP_1;
B24_BP;BP_Paint_2;
B24;Paint_1;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_1;
O22_FA;FA_Drill_1;
O22_BP;BP_Cut_1;
O22_FA;FA_Assemble_1;
O23_FA;FA_Cut_2;
O22_BP;BP_Sand_2;
B23;Attach_BP_1;
B24_BP;BP_Paint_1;
O22_BP;BP_Drill_2;
B24;Assemble_3;
O22_FA;FA_Drill_2;
;Sand_3;
B24_SA;SA_Drill_1;
B24_SA;SA_Assemble_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O22_BP;BP_Cut_1;
O22_FA;FA_Assemble_1;
O22_BP;BP_Drill_1;
O22_BP;BP_Drill_3;
B24_SA;SA_Drill_2;
O23_FA;FA_Cut_1;
B23;Attach_BP_1;
B24_SA;SA_Assemble_2;
B24;Paint_2;
O22_BP;BP_Sand_2;
O22_BP;BP_Paint_2;
O22_BP;BP_Sand_1;
O22_BP;BP_Cut_1;
O22_FA;;
O22_FA;FA_Assemble_1;
B24;Paint_3;
O22_FA;FA_Drill_1;
B24;Sand_1;
O23_FA;FA_Cut_2;
B24_BP;BP_Paint_1;
B23;Attach_BP_1;
B24_SA;SA_Routing_1;
B24_SA;SA_Cut_1;
O22_BP;BP_Drill_2;
O22_FA;FA_Assemble_1;
O22_BP;BP_Cut_1;
B24_BP;BP_Sand_2;
O22_BP;BP_Paint_2;
O22_BP;BP_Sand_1;
O22_FA;FA_Drill_2;
O22_BP;BP_Drill_1;
;FA_Cut_1;
O24;Attach_BP_1;
B24;Assemble_1;
;FA_Assemble_1;
B24_SA;SA_Drill_3;
B24;Paint_1;
O22_BP;BP_Cut_1;
B24_SA;SA_Assemble_1;
O22_BP;BP_Drill_3;
O22_BP;BP_Paint_2;
O23_FA;FA_Cut_2;
O22_FA;FA_Drill_3;
B24;Assemble_2;
O22_BP;BP_Sand_1;
O22_BP;BP_Paint_1;
O22_FA;FA_Assemble_1;
B24_SA;SA_Routing_1;
O22_SA;SA_Cut_1;
B24;Sand_2;
O22_BP;BP_Cut_1;
O22_FA;FA_Drill_1;
B23;Attach_BP_1;
O22_BP;BP_Drill_2;
O22_FA;FA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
;FA_Cut_1;
O22_BP;BP_Sand_2;
B24_BP;;
O22_FA;FA_Drill_2;
O22_BP;BP_Cut_1;
O22_BP;BP_Sand_1;
O22_BP;BP_Paint_2;
O22_BP;BP_Drill_1;
O23_FA;FA_Cut_2;
B23;Attach_BP_1;
O22_SA;;
O22_SA;SA_Routing_1;
O22_FA;FA_Assemble_1;
;Assemble_3;
O22_BP;BP_Drill_3;
O22_BP;BP_Cut_1;
B24;Paint_2;
O22_FA;FA_Drill_3;
O22_BP;BP_Sand_2;
B24_SA;SA_Drill_1;
B23_BP;;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_BP;BP_Paint_2;
B24_SA;SA_Assemble_1;
O22_BP;BP_Sand_1;
O22_FA;FA_Assemble_1;
O22_FA;FA_Drill_1;
B23;Attach_BP_1;
O22_BP;BP_Drill_2;
O23_FA;FA_Cut_1;
O22_BP;BP_Cut_1;
B24;Sand_3;
O22_BP;BP_Paint_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_FA;FA_Cut_2;
O22_FA;FA_Assemble_1;
B24;Sand_1;
O22_SA;SA_Drill_2;
B24;Paint_1;
B24_SA;SA_Assemble_2;
;BP_Drill_1;
O22_BP;BP_Sand_1;
;Attach_BP_1;
O22_BP;BP_Sand_2;
O22_BP;BP_Paint_2;
O23_FA;FA_Drill_2;
O22_BP;BP_Cut_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_BP;BP_Paint_1;
O22_FA;FA_Assemble_1;
O22_BP;BP_Drill_3;
O23_FA;FA_Cut_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
B23;Attach_BP_1;
O23_BP;BP_Cut_1;
B24;Assemble_1;
O23_FA;FA_Drill_3;
O23_FA;FA_Drill_1;
O22_FA;FA_Assemble_1;
O22_BP;BP_Sand_1;
O22_BP;BP_Paint_1;
;SA_Drill_3;
O23_FA;FA_Cut_2;
B24_SA;SA_Assemble_1;
O22_BP;BP_Paint_2;
O22_BP;BP_Drill_2;
O22_BP;BP_Sand_2;
B24;Sand_4;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O24;Attach_BP_1;
O22_FA;FA_Assemble_1;
O23_BP;BP_Cut_1;
O22_SA;SA_Drill_2;
B24;Assemble_2;
O22_SA;SA_Assemble_2;
O22_BP;BP_Drill_1;
O22_SA;SA_Cut_1;
;SA_Routing_1;
B24;Paint_2;
O22_BP;BP_Sand_1;
O23_FA;FA_Cut_1;
O22_BP;BP_Paint_1;
O22_BP;BP_Paint_2;
O23_FA;FA_Drill_2;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_2;
O23_FA;FA_Assemble_1;
B23;Attach_BP_1;
;BP_Cut_1;
O22;Assemble_3;
;FA_Cut_2;
;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_BP;BP_Drill_2;
;SA_Drill_3;
O22_SA;SA_Assemble_2;
B24;Sand_2;
O22_BP;BP_Sand_1;
B24;Assemble_1;
O22_BP;BP_Paint_1;
;FA_Drill_1;
O23_FA;FA_Assemble_1;
O23_FA;FA_Drill_3;
B23;Attach_BP_1;
O23_BP;BP_Cut_1;
O23_FA;FA_Cut_1;
O22_SA;SA_Drill_1;
O22_BP;BP_Paint_2;
O22_SA;SA_Drill_2;
B24_SA;SA_Assemble_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_BP;BP_Drill_1;
O22_BP;BP_Sand_2;
O22_SA;SA_Assemble_2;
O22;Sand_3;
O22;Assemble_3;
B24;Paint_1;
O23_FA;FA_Assemble_1;
O24_FA;FA_Cut_2;
O22_BP;BP_Drill_3;
O22_BP;BP_Sand_1;
O22_BP;BP_Paint_1;
O23_BP;BP_Cut_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
B24;Paint_3;
B24;Sand_1;
O23_FA;FA_Drill_2;
B23;Attach_BP_1;
O22;Assemble_2;
O23_FA;FA_Assemble_1;
O24_FA;FA_Cut_1;
O22_SA;SA_Drill_3;
O22_BP;BP_Paint_2;
O22_SA;SA_Assemble_2;
O22_BP;BP_Drill_2;
O22_BP;BP_Sand_2;
;BP_Cut_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22_SA;SA_Drill_2;
O22_SA;SA_Assemble_1;
B24;Assemble_3;
O22_BP;BP_Paint_1;
O24_FA;FA_Cut_2;
B23;Attach_BP_1;
O22_SA;SA_Drill_1;
O22_BP;BP_Drill_1;
O22_BP;BP_Sand_1;
O22_SA;SA_Assemble_2;
;FA_Drill_3;
O23_FA;FA_Assemble_1;
O23_FA;FA_Drill_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22;Sand_4;
O23_BP;BP_Cut_1;
B24;Paint_2;
O22;Assemble_2;
O23_BP;BP_Drill_3;
O22_BP;BP_Sand_2;
O24_FA;FA_Cut_1;
O22_BP;BP_Paint_2;
O22;Sand_3;
;Assemble_1;
B23;Attach_BP_1;
O23_FA;FA_Assemble_1;
O22_SA;;
O22_SA;SA_Routing_1;
O22_SA;SA_Drill_3;
O22_BP;BP_Paint_1;
O22_SA;SA_Assemble_1;
O23_BP;BP_Cut_1;
O23_BP;BP_Drill_2;
O22_BP;BP_Sand_1;
O23_FA;FA_Drill_2;
O23_FA;FA_Assemble_1;
O22_SA;SA_Drill_2;
O24_FA;;
B23;Attach_BP_1;
O22_SA;SA_Assemble_2;
;BP_Paint_2;
O22;Assemble_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O23_BP;BP_Drill_1;
;FA_Cut_1;
O22_BP;BP_Sand_2;
O22;Paint_1;
O22;;
O23_BP;BP_Cut_1;
;SA_Drill_1;
O22_SA;SA_Assemble_1;
O22_BP;BP_Paint_1;
O22;Assemble_3;
B23;Attach_BP_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
B24;Sand_4;
O23_FA;FA_Drill_3;
O22;Paint_3;
O23_FA;FA_Assemble_1;
O22;Sand_3;
O23_FA;FA_Drill_1;
O22;Sand_2;
O23_BP;BP_Cut_1;
O22_BP;BP_Paint_2;
;SA_Drill_3;
;FA_Cut_2;
O22_SA;SA_Assemble_1;
B23;Attach_BP_1;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22;Assemble_2;
O22_SA;SA_Drill_2;
O23_FA;;
O22_SA;SA_Assemble_2;
O24_FA;FA_Cut_1;
O23_BP;BP_Drill_3;
O23_BP;BP_Sand_1;
O22;Paint_1;
O23_BP;BP_Cut_1;
O22;Assemble_1;
O22_SA;SA_Drill_1;
O23_FA;FA_Drill_2;
O22_SA;SA_Cut_1;
;SA_Routing_1;
B23;Attach_BP_1;
O22_SA;SA_Assemble_1;
O23_FA;FA_Assemble_1;
B24;Paint_2;
O22;Assemble_3;
B24;Sand_1;
O23_BP;BP_Drill_2;
;BP_Sand_2;
B24;Paint_3;
O24_FA;FA_Cut_1;
O24_FA;FA_Cut_2;
O22_SA;SA_Cut_1;
O22_SA;SA_Routing_1;
O22;Assemble_2;
O23_BP;;
O23_BP;BP_Drill_1;
O23_FA;FA_Drill_3;
O23_BP;BP_Sand_1;
O23_FA;FA_Assemble_1;
O23_BP;BP_Paint_1;
O22_SA;SA_Drill_2;
O22_SA;SA_Assemble_1;
O22_SA;;
O22_SA;SA_Assemble_2;
O23_FA;FA_Drill_1;
O22;Sand_3;
B23;Attach_BP_1;
O22_SA;;
O22_SA;SA_Routing_1;
O22;Paint_1;
O22;Sand_2;
O23_FA;FA_Assemble_1;
O23_BP;BP_Cut_1;
O22;;
O23_BP;BP_Paint_2;
O22;Assemble_3;
O22_SA;SA_Drill_1;
O22_SA;SA_Assemble_1;
B23;Attach_BP_1;
O24_FA;FA_Cut_1;
;BP_Drill_3;
O23_BP;BP_Sand_2;
O24_FA;FA_Cut_2;
O22_SA;SA_Cut_1;
O22_SA;;
O23_BP;BP_Paint_1;
O23_BP;BP_Cut_1;
O23_FA;FA_Drill_2;
O22;Assemble_2;
O22_SA;SA_Drill_2;
;FA_Assemble_1;
O22_SA;SA_Assemble_1;
B24;Attach_BP_1;
O22_SA;SA_Drill_3;
